boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end
3659	chr15	12120000	21566	7	12111321-12111340	12110000	-	12111321	12111340
3659	chr15	12120000	21567	7	12111955-12111974	12110000	+	12111955	12111974
3659	chr15	12120000	21568	7	12113601-12113620	12110000	-	12113601	12113620
3659	chr15	12120000	21569	7	12115393-12115412	12110000	+	12115393	12115412
3659	chr15	12120000	21570	7	12116237-12116256	12110000	+	12116237	12116256
3660	chr15	12830000	21575	3	12825216-12825235	12820000	+	12825216	12825235
3662	chr15	14060000	21582	2	14052109-14052128	14050000	-	14052109	14052128
3662	chr15	14060000	21583	2	14057309-14057328	14050000	+	14057309	14057328
3669	chr15	19290000	21603	2	19280610-19280629	19280000	+	19280610	19280629
3674	chr15	23470000	21615	5	23460179-23460198	23460000	-	23460179	23460198
3674	chr15	23470000	21616	5	23460498-23460517	23460000	-	23460498	23460517
3675	chr15	24560000	21622	3	24553752-24553771	24550000	+	24553752	24553771
3675	chr15	24560000	21623	3	24556997-24557016	24550000	-	24556997	24557016
3675	chr15	24560000	21624	3	24559590-24559609	24550000	-	24559590	24559609
3676	chr15	25430000	21628	5	25424890-25424909	25420000	+	25424890	25424909
3676	chr15	25430000	21629	5	25425699-25425718	25420000	-	25425699	25425718
3676	chr15	25430000	21630	5	25428739-25428758	25420000	+	25428739	25428758
3677	chr15	25800000	21634	10	25790509-25790528	25790000	-	25790509	25790528
3677	chr15	25800000	21635	10	25791251-25791270	25790000	+	25791251	25791270
3677	chr15	25800000	21636	10	25792111-25792130	25790000	+	25792111	25792130
3677	chr15	25800000	21637	10	25792276-25792295	25790000	-	25792276	25792295
3677	chr15	25800000	21643	10	25798965-25798984	25790000	-	25798965	25798984
3678	chr15	26000000	21646	2	25993532-25993551	25990000	+	25993532	25993551
3679	chr15	26450000	21651	3	26445754-26445773	26440000	-	26445754	26445773
3679	chr15	26450000	21652	3	26446076-26446095	26440000	+	26446076	26446095
3681	chr15	27260000	21656	5	27252498-27252517	27250000	+	27252498	27252517
3681	chr15	27260000	21660	5	27257865-27257884	27250000	+	27257865	27257884
3682	chr15	27640000	21664	3	27633369-27633388	27630000	-	27633369	27633388
3682	chr15	27640000	21665	3	27634154-27634173	27630000	-	27634154	27634173
3683	chr15	27900000	21668	4	27890766-27890785	27890000	-	27890766	27890785
3683	chr15	27900000	21669	4	27897765-27897784	27890000	+	27897765	27897784
3683	chr15	27900000	21670	4	27898140-27898159	27890000	-	27898140	27898159
3683	chr15	27900000	21671	4	27898668-27898687	27890000	-	27898668	27898687
3684	chr15	28200000	21675	3	28198428-28198447	28190000	-	28198428	28198447
3685	chr15	29290000	21679	3	29281379-29281398	29280000	+	29281379	29281398
3687	chr15	30790000	21688	3	30784314-30784333	30780000	-	30784314	30784333
3688	chr15	31280000	21693	7	31273205-31273224	31270000	-	31273205	31273224
3688	chr15	31280000	21694	7	31275086-31275105	31270000	-	31275086	31275105
3688	chr15	31280000	21696	7	31276594-31276613	31270000	-	31276594	31276613
3688	chr15	31280000	21697	7	31277222-31277241	31270000	-	31277222	31277241
3688	chr15	31280000	21698	7	31278635-31278654	31270000	-	31278635	31278654
3689	chr15	31620000	21702	5	31611205-31611224	31610000	+	31611205	31611224
3690	chr15	32240000	21709	6	32231549-32231568	32230000	-	32231549	32231568
3690	chr15	32240000	21711	6	32233688-32233707	32230000	-	32233688	32233707
3690	chr15	32240000	21713	6	32239636-32239655	32230000	-	32239636	32239655
3690	chr15	32240000	21714	6	32239816-32239835	32230000	-	32239816	32239835
3691	chr15	32770000	21717	3	32764353-32764372	32760000	-	32764353	32764372
3691	chr15	32770000	21718	3	32766466-32766485	32760000	-	32766466	32766485
3694	chr15	34520000	21726	5	34513451-34513470	34510000	+	34513451	34513470
3694	chr15	34520000	21728	5	34515600-34515619	34510000	-	34515600	34515619
3695	chr15	34970000	21733	2	34966465-34966484	34960000	-	34966465	34966484
3695	chr15	34970000	21734	2	34968759-34968778	34960000	+	34968759	34968778
3697	chr15	35930000	21739	3	35920912-35920931	35920000	-	35920912	35920931
3697	chr15	35930000	21740	3	35924225-35924244	35920000	-	35924225	35924244
3697	chr15	35930000	21741	3	35927299-35927318	35920000	+	35927299	35927318
3698	chr15	36160000	21744	5	36151888-36151907	36150000	+	36151888	36151907
3698	chr15	36160000	21745	5	36152175-36152194	36150000	-	36152175	36152194
3698	chr15	36160000	21748	5	36157415-36157434	36150000	-	36157415	36157434
3699	chr15	36740000	21755	6	36736755-36736774	36730000	-	36736755	36736774
3700	chr15	37110000	21761	8	37102347-37102366	37100000	-	37102347	37102366
3700	chr15	37110000	21764	8	37106177-37106196	37100000	-	37106177	37106196
3701	chr15	37360000	21770	8	37352119-37352138	37350000	+	37352119	37352138
3703	chr15	38260000	21787	3	38254176-38254195	38250000	-	38254176	38254195
3703	chr15	38260000	21788	3	38256899-38256918	38250000	+	38256899	38256918
3704	chr15	38520000	21794	4	38518441-38518460	38510000	+	38518441	38518460
3704	chr15	38520000	21795	4	38518524-38518543	38510000	-	38518524	38518543
3705	chr15	39360000	21798	2	39353858-39353877	39350000	+	39353858	39353877
3706	chr15	39860000	21804	3	39858546-39858565	39850000	-	39858546	39858565
3707	chr15	40170000	21807	3	40161779-40161798	40160000	-	40161779	40161798
3707	chr15	40170000	21808	3	40165745-40165764	40160000	+	40165745	40165764
3707	chr15	40170000	21809	3	40166877-40166896	40160000	+	40166877	40166896
3712	chr15	43770000	21832	3	43769916-43769935	43760000	-	43769916	43769935
3713	chr15	44430000	21837	6	44425939-44425958	44420000	+	44425939	44425958
3713	chr15	44430000	21838	6	44427559-44427578	44420000	+	44427559	44427578
3714	chr15	44840000	21843	3	44832752-44832771	44830000	-	44832752	44832771
3714	chr15	44840000	21845	3	44836383-44836402	44830000	+	44836383	44836402
3715	chr15	45190000	21848	3	45180349-45180368	45180000	+	45180349	45180368
3717	chr15	47000000	21854	4	46990388-46990407	46990000	-	46990388	46990407
3717	chr15	47000000	21855	4	46993040-46993059	46990000	-	46993040	46993059
3717	chr15	47000000	21856	4	46994637-46994656	46990000	+	46994637	46994656
3719	chr15	48810000	21861	2	48804539-48804558	48800000	-	48804539	48804558
3721	chr15	50340000	21866	5	50331013-50331032	50330000	+	50331013	50331032
3722	chr15	51680000	21873	3	51673926-51673945	51670000	+	51673926	51673945
3722	chr15	51680000	21875	3	51679381-51679400	51670000	+	51679381	51679400
3724	chr15	52490000	21882	4	52481036-52481055	52480000	+	52481036	52481055
3726	chr15	53370000	21894	2	53368340-53368359	53360000	+	53368340	53368359
3728	chr15	54490000	21899	3	54482578-54482597	54480000	-	54482578	54482597
3729	chr15	55030000	21905	2	55025628-55025647	55020000	+	55025628	55025647
3730	chr15	55310000	21911	6	55306452-55306471	55300000	+	55306452	55306471
3730	chr15	55310000	21912	6	55308055-55308074	55300000	-	55308055	55308074
3730	chr15	55310000	21913	6	55309008-55309027	55300000	-	55309008	55309027
3731	chr15	55560000	21916	5	55550730-55550749	55550000	-	55550730	55550749
3731	chr15	55560000	21917	5	55550905-55550924	55550000	-	55550905	55550924
3731	chr15	55560000	21919	5	55553476-55553495	55550000	+	55553476	55553495
3731	chr15	55560000	21920	5	55556636-55556655	55550000	-	55556636	55556655
3732	chr15	56070000	21925	5	56065051-56065070	56060000	+	56065051	56065070
3732	chr15	56070000	21926	5	56066321-56066340	56060000	+	56066321	56066340
3732	chr15	56070000	21927	5	56069739-56069758	56060000	+	56069739	56069758
3735	chr15	57190000	21947	7	57188254-57188273	57180000	+	57188254	57188273
3736	chr15	57570000	21950	1	57568409-57568428	57560000	+	57568409	57568428
3738	chr15	58430000	21958	2	58426350-58426369	58420000	+	58426350	58426369
3739	chr15	58900000	21962	5	58890751-58890770	58890000	-	58890751	58890770
3740	chr15	59390000	21974	7	59388832-59388851	59380000	-	59388832	59388851
3740	chr15	59390000	21975	7	59389408-59389427	59380000	+	59389408	59389427
3741	chr15	59880000	21980	4	59876336-59876355	59870000	+	59876336	59876355
3744	chr15	61970000	21995	3	61960770-61960789	61960000	+	61960770	61960789
3744	chr15	61970000	21996	3	61963135-61963154	61960000	-	61963135	61963154
3745	chr15	62260000	22002	4	62258324-62258343	62250000	-	62258324	62258343
3746	chr15	62810000	22006	3	62801630-62801649	62800000	-	62801630	62801649
3748	chr15	64140000	22012	5	64132145-64132164	64130000	+	64132145	64132164
3748	chr15	64140000	22013	5	64134728-64134747	64130000	-	64134728	64134747
3748	chr15	64140000	22014	5	64135269-64135288	64130000	+	64135269	64135288
3748	chr15	64140000	22015	5	64137134-64137153	64130000	-	64137134	64137153
3748	chr15	64140000	22016	5	64137899-64137918	64130000	+	64137899	64137918
3749	chr15	64390000	22019	3	64380656-64380675	64380000	+	64380656	64380675
3749	chr15	64390000	22021	3	64382172-64382191	64380000	-	64382172	64382191
3753	chr15	66650000	22038	3	66642723-66642742	66640000	-	66642723	66642742
3753	chr15	66650000	22039	3	66644622-66644641	66640000	+	66644622	66644641
3753	chr15	66650000	22040	3	66647194-66647213	66640000	-	66647194	66647213
3754	chr15	66900000	22043	4	66893321-66893340	66890000	+	66893321	66893340
3754	chr15	66900000	22044	4	66894924-66894943	66890000	+	66894924	66894943
3754	chr15	66900000	22045	4	66896652-66896671	66890000	-	66896652	66896671
3754	chr15	66900000	22046	4	66899862-66899881	66890000	-	66899862	66899881
3755	chr15	67180000	22049	5	67171105-67171124	67170000	-	67171105	67171124
3755	chr15	67180000	22050	5	67172978-67172997	67170000	+	67172978	67172997
3755	chr15	67180000	22051	5	67174740-67174759	67170000	+	67174740	67174759
3755	chr15	67180000	22052	5	67174951-67174970	67170000	-	67174951	67174970
3755	chr15	67180000	22053	5	67176739-67176758	67170000	+	67176739	67176758
3757	chr15	68920000	22058	3	68912888-68912907	68910000	-	68912888	68912907
3759	chr15	71460000	22068	3	71459192-71459211	71450000	+	71459192	71459211
3760	chr15	71910000	22073	1	71904138-71904157	71900000	+	71904138	71904157
3761	chr15	72080000	22075	2	72074586-72074605	72070000	+	72074586	72074605
3761	chr15	72080000	22076	2	72075162-72075181	72070000	+	72075162	72075181
3762	chr15	72550000	22079	6	72546087-72546106	72540000	-	72546087	72546106
3762	chr15	72550000	22080	6	72546461-72546480	72540000	-	72546461	72546480
3762	chr15	72550000	22081	6	72546854-72546873	72540000	+	72546854	72546873
3763	chr15	73040000	22088	4	73037018-73037037	73030000	+	73037018	73037037
3763	chr15	73040000	22090	4	73039820-73039839	73030000	+	73039820	73039839
3764	chr15	73210000	22095	3	73209046-73209065	73200000	-	73209046	73209065
3765	chr15	73800000	22098	8	73790170-73790189	73790000	-	73790170	73790189
3765	chr15	73800000	22099	8	73790797-73790816	73790000	-	73790797	73790816
3765	chr15	73800000	22100	8	73791896-73791915	73790000	+	73791896	73791915
3765	chr15	73800000	22102	8	73795443-73795462	73790000	-	73795443	73795462
3765	chr15	73800000	22103	8	73797478-73797497	73790000	-	73797478	73797497
3765	chr15	73800000	22104	8	73799511-73799530	73790000	-	73799511	73799530
3765	chr15	73800000	22105	8	73799759-73799778	73790000	+	73799759	73799778
3766	chr15	74530000	22108	6	74522072-74522091	74520000	-	74522072	74522091
3766	chr15	74530000	22109	6	74524282-74524301	74520000	+	74524282	74524301
3766	chr15	74530000	22110	6	74524588-74524607	74520000	-	74524588	74524607
3766	chr15	74530000	22111	6	74525701-74525720	74520000	+	74525701	74525720
3766	chr15	74530000	22112	6	74527071-74527090	74520000	-	74527071	74527090
3766	chr15	74530000	22113	6	74527321-74527340	74520000	-	74527321	74527340
3767	chr15	74760000	22116	4	74751555-74751574	74750000	+	74751555	74751574
3767	chr15	74760000	22117	4	74759468-74759487	74750000	+	74759468	74759487
3767	chr15	74760000	22118	4	74759634-74759653	74750000	-	74759634	74759653
3768	chr15	75110000	22126	6	75108464-75108483	75100000	+	75108464	75108483
3768	chr15	75110000	22127	6	75108609-75108628	75100000	+	75108609	75108628
3769	chr15	75700000	22130	5	75690236-75690255	75690000	+	75690236	75690255
3769	chr15	75700000	22134	5	75698334-75698353	75690000	+	75698334	75698353
3770	chr15	75930000	22137	8	75920068-75920087	75920000	-	75920068	75920087
3770	chr15	75930000	22138	8	75921268-75921287	75920000	-	75921268	75921287
3770	chr15	75930000	22140	8	75924503-75924522	75920000	-	75924503	75924522
3770	chr15	75930000	22141	8	75925896-75925915	75920000	+	75925896	75925915
3770	chr15	75930000	22142	8	75927275-75927294	75920000	+	75927275	75927294
3770	chr15	75930000	22143	8	75928953-75928972	75920000	-	75928953	75928972
3770	chr15	75930000	22144	8	75929222-75929241	75920000	-	75929222	75929241
3771	chr15	76200000	22147	12	76190392-76190411	76190000	+	76190392	76190411
3771	chr15	76200000	22148	12	76192216-76192235	76190000	-	76192216	76192235
3771	chr15	76200000	22153	12	76196877-76196896	76190000	+	76196877	76196896
3771	chr15	76200000	22154	12	76197992-76198011	76190000	+	76197992	76198011
3771	chr15	76200000	22155	12	76198567-76198586	76190000	+	76198567	76198586
3771	chr15	76200000	22156	12	76198680-76198699	76190000	-	76198680	76198699
3771	chr15	76200000	22157	12	76198798-76198817	76190000	+	76198798	76198817
3771	chr15	76200000	22158	12	76199896-76199915	76190000	-	76199896	76199915
3772	chr15	76370000	22161	16	76360365-76360384	76360000	+	76360365	76360384
3772	chr15	76370000	22162	16	76360496-76360515	76360000	-	76360496	76360515
3772	chr15	76370000	22164	16	76362868-76362887	76360000	+	76362868	76362887
3772	chr15	76370000	22172	16	76368852-76368871	76360000	-	76368852	76368871
3772	chr15	76370000	22173	16	76369074-76369093	76360000	+	76369074	76369093
3772	chr15	76370000	22174	16	76369258-76369277	76360000	-	76369258	76369277
3772	chr15	76370000	22175	16	76369524-76369543	76360000	+	76369524	76369543
3772	chr15	76370000	22176	16	76369757-76369776	76360000	+	76369757	76369776
3773	chr15	76940000	22183	9	76933529-76933548	76930000	+	76933529	76933548
3774	chr15	77720000	22190	9	77710805-77710824	77710000	-	77710805	77710824
3774	chr15	77720000	22191	9	77712044-77712063	77710000	-	77712044	77712063
3774	chr15	77720000	22193	9	77716122-77716141	77710000	-	77716122	77716141
3774	chr15	77720000	22194	9	77716478-77716497	77710000	-	77716478	77716497
3774	chr15	77720000	22195	9	77716858-77716877	77710000	-	77716858	77716877
3774	chr15	77720000	22196	9	77717728-77717747	77710000	+	77717728	77717747
3774	chr15	77720000	22197	9	77718154-77718173	77710000	-	77718154	77718173
3775	chr15	77970000	22201	9	77961350-77961369	77960000	+	77961350	77961369
3775	chr15	77970000	22202	9	77962358-77962377	77960000	-	77962358	77962377
3775	chr15	77970000	22203	9	77962519-77962538	77960000	-	77962519	77962538
3775	chr15	77970000	22204	9	77962682-77962701	77960000	-	77962682	77962701
3775	chr15	77970000	22205	9	77963103-77963122	77960000	+	77963103	77963122
3775	chr15	77970000	22208	9	77965845-77965864	77960000	+	77965845	77965864
3775	chr15	77970000	22209	9	77967355-77967374	77960000	+	77967355	77967374
3776	chr15	78880000	22215	14	78872205-78872224	78870000	+	78872205	78872224
3776	chr15	78880000	22218	14	78875108-78875127	78870000	-	78875108	78875127
3776	chr15	78880000	22220	14	78876369-78876388	78870000	+	78876369	78876388
3776	chr15	78880000	22221	14	78876778-78876797	78870000	-	78876778	78876797
3776	chr15	78880000	22222	14	78877371-78877390	78870000	+	78877371	78877390
3776	chr15	78880000	22224	14	78877798-78877817	78870000	+	78877798	78877817
3776	chr15	78880000	22225	14	78879448-78879467	78870000	+	78879448	78879467
3777	chr15	79160000	22229	10	79151576-79151595	79150000	+	79151576	79151595
3777	chr15	79160000	22230	10	79152340-79152359	79150000	-	79152340	79152359
3777	chr15	79160000	22233	10	79156794-79156813	79150000	-	79156794	79156813
3777	chr15	79160000	22234	10	79156939-79156958	79150000	+	79156939	79156958
3777	chr15	79160000	22235	10	79158017-79158036	79150000	-	79158017	79158036
3777	chr15	79160000	22236	10	79159167-79159186	79150000	-	79159167	79159186
3777	chr15	79160000	22237	10	79159561-79159580	79150000	+	79159561	79159580
3778	chr15	79680000	22240	5	79672265-79672284	79670000	-	79672265	79672284
3778	chr15	79680000	22241	5	79674356-79674375	79670000	-	79674356	79674375
3778	chr15	79680000	22242	5	79674720-79674739	79670000	-	79674720	79674739
3778	chr15	79680000	22243	5	79676012-79676031	79670000	+	79676012	79676031
3778	chr15	79680000	22244	5	79678882-79678901	79670000	+	79678882	79678901
3779	chr15	80090000	22247	7	80080516-80080535	80080000	-	80080516	80080535
3779	chr15	80090000	22248	7	80080798-80080817	80080000	-	80080798	80080817
3780	chr15	80270000	22256	4	80260874-80260893	80260000	-	80260874	80260893
3780	chr15	80270000	22258	4	80266424-80266443	80260000	+	80266424	80266443
3780	chr15	80270000	22259	4	80267006-80267025	80260000	-	80267006	80267025
3781	chr15	80710000	22264	9	80704514-80704533	80700000	-	80704514	80704533
3781	chr15	80710000	22265	9	80706282-80706301	80700000	+	80706282	80706301
3781	chr15	80710000	22269	9	80709547-80709566	80700000	-	80709547	80709566
3781	chr15	80710000	22270	9	80709818-80709837	80700000	-	80709818	80709837
3784	chr15	81730000	22289	3	81727862-81727881	81720000	-	81727862	81727881
3785	chr15	82040000	22292	11	82030404-82030423	82030000	+	82030404	82030423
